Date,Item Name,Sales,DayOfWeek,IsWeekend,isPublicHoliday,isSchoolHoliday,Usage,End Stock,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2025-02-05,BUN BIG MAC,16999.52,2,0,0,0,86,,,,,,
2025-02-06,BUN REGULAR,17587.92,3,0,0,0,455,,,,,,
2025-02-06,BUN GOURMET,17587.92,3,0,0,0,20,,,,,,
2025-02-06,BUN 4 INCH,17587.92,3,0,0,0,205,,,,,,
2025-02-06,BUN MCCRISPY,17587.92,3,0,0,0,-60,,,,,,
2025-02-06,MUFFIN ENGLISH,17587.92,3,0,0,0,408,,,,,,
2025-02-06,BUN BIG MAC,17587.92,3,0,0,0,86,,,,,,
2025-02-07,MUFFIN ENGLISH,23033.34,4,0,0,0,5,,,,,,
2025-02-07,BUN MCCRISPY,23033.34,4,0,0,0,-45,,,,,,
2025-02-07,BUN REGULAR,23033.34,4,0,0,0,651,,,,,,
2025-02-07,BUN BIG MAC,23033.34,4,0,0,0,143,,,,,,
2025-02-07,BUN GOURMET,23033.34,4,0,0,0,28,,,,,,
2025-02-07,BUN 4 INCH,23033.34,4,0,0,0,341,,,,,,
2025-02-08,BUN GOURMET,21374.13,5,1,0,0,24,,,,,,
2025-02-08,BUN MCCRISPY,21374.13,5,1,0,0,86,,,,,,
2025-02-08,BUN REGULAR,21374.13,5,1,0,0,477,,,,,,
